Order_No,Order_date,Customer_Name,Address,City,State,Customer_Type,Account_Manager,Order_Priority,Product_Name,Product_Category,Product_Container,Ship_Mode,Ship_Date,Cost_Price,Retail_Price,Profit_Margin,Order_Quantity,Sub_Total,Discount_percent,Discount_Amount,Order_Total,Shipping_Cost,Grand_Total
6295-1,28-01-2015,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,Medium,12 Colored Short Pencils,Office Supplies,Small Box,Express Air,29-01-2015,1.09,2.6,1.51,19,65.32,0.0,5.9,56.46,2.4,57.45
6295-1,10/2/2016,Roy Skaria,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,Pizazz Colored Pencils,Office Supplies,Small Box,Regular Air,11/2/2016,1.76,2.94,1.18,3,93.52,1.0,9.75,86.09,0.81,88.3
6296-1,17-07-2016,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Small Pack,Regular Air,18-07-2016,1.18,1.88,0.7,22,63.88,2.0,6.54,57.19,1.49,55.99
6296-1,30-01-2017,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Artisan Legal 4-Ring Binder,Office Supplies,Small Pack,Regular Air,2/2/2017,13.64,20.98,7.34,22,299.3,2.0,13.99,285.33,1.49,288.95
6297-1,5/5/2016,Shaun Weien,"310 Wattle St,Ultimo",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,7/5/2016,1.53,2.78,1.25,8,163.98,7.0,4.32,146.76,1.34,149.76
6297-1,26-08-2015,Edward Becker,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Artisan 479 Labels,Technology,Small Box,Express Air,27-08-2015,1.59,2.61,1.02,29,143.68,3.0,4.52,134.04,0.5,142.16
6297-2,21-10-2016,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,23-10-2016,2.31,3.78,1.47,20,106.84,8.0,0.0,105.84,0.71,106.57
6298-1,12/2/2016,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,High,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,13-02-2016,2.98,5.84,2.86,42,153.08,1.0,9.0,144.88,0.83,141.28
6298-1,19-05-2016,Rose OBrian,"157 Norton St,Leichhardt",Sydney,NSW,Consumer,Stevie Bacata,Not Specified,Pizazz Colored Pencils,Office Supplies,Small Box,Regular Air,20-05-2016,1.76,2.94,1.18,6,91.14,2.0,3.65,87.49,0.81,88.3
6298-1,12/3/2016,Andrew Allen,"2/797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Samantha Chairs,Low,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,17-03-2016,1.53,2.78,1.25,40,44.84,4.0,0.44,43.34,1.34,46.36
6298-1,30-06-2016,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Home Office,Phoebe Gour,Critical,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,1/7/2016,4.79,11.97,7.18,24,564.56,6.0,0.0,566.56,5.81,588.55
6299-1,1/6/2015,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,"Angle-D Binders with Locking Rings, Label Holders",Technology,Jumbo Drum,Delivery Truck,5/6/2015,4.53,7.3,2.77,38,269.0,9.0,3.77,260.51,7.72,265.32
6299-1,5/7/2015,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Medium,Apex Straight Scissors,Office Supplies,Wrap Bag,Express Air,7/7/2015,5.19,12.98,7.79,19,205.31,1.0,12.59,190.55,3.14,193.3
6299-1,29-05-2016,Peter Buhler,"2-4 College Street, Darlinghurst",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,30-05-2016,2.5,5.68,3.18,8,256.68,1.0,2.65,247.05,3.6,248.55
6299-1,14-06-2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,14-06-2016,1.53,2.78,1.25,22,236.04,10.0,2.46,226.85,1.34,234.96
6299-1,24-10-2015,Annie Thurman,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Lumi Crayons,Office Supplies,Small Box,Regular Air,26-10-2015,5.22,9.85,4.63,8,248.2,6.0,7.45,240.75,4.82,248.46
6299-1,31-08-2016,Clay Ludtke,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Corporate,Preston Senome,Medium,Binder Posts,Office Supplies,Small Box,Regular Air,2/9/2016,3.5,5.74,2.24,50,165.76,8.0,9.95,155.81,5.01,157.85
6300-1,24-01-2017,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Critical,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,25-01-2017,3.32,5.18,1.86,41,62.3,4.0,3.72,65.19,2.04,64.59
6300-1,25-12-2015,Anne McFrar,"2-4 Colleg Street, Darlinghurst",Sydney,NSW,Small Business,Nicholas Fernandes,High,Aluminum Document Frame,Office Supplies,Small Pack,Regular Air,27-12-2015,5.5,12.22,6.72,48,40.3,2.0,2.04,38.69,2.85,30.39
6300-1,21-05-2016,Dana Kaydos,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Aluminum Document Frame,Office Supplies,Small Box,Regular Air,22-05-2016,5.5,12.22,6.72,44,122.2,9.0,1.22,120.98,2.85,123.83
6300-1,15-09-2016,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,Aanya Zhang,Medium,TechSavi Access Keyboard,Technology,Jumbo Drum,Delivery Truck,16-09-2016,10.07,15.98,5.91,38,639.2,9.0,7.7,632.86,4.0,634.03
6300-1,15-10-2016,Barry Franz,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Low,Cando PC940 Copier,Office Supplies,Small Box,Express Air,15-10-2016,278.99,449.99,171.0,38,3698.6,5.0,332.86,3653.32,49.0,3656.33
6301-1,23-02-2016,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,Regular Air,24-02-2016,52.07,83.98,31.91,42,3863.08,10.0,231.78,3631.3,5.01,3636.31
6301-1,24-08-2016,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Consumer,Radhya Staples,Medium,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,Regular Air,2/9/2016,52.07,83.98,31.91,48,3739.68,1.0,20.96,3633.3,5.01,3636.31
6301-1,23-11-2016,Matt Connell,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Express Air,25-11-2016,32.02,152.48,120.46,18,3863.18,4.0,141.73,3631.3,4.0,3636.31
6302-1,10/5/2016,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,High,Artisan Poly Binder Pockets,Office Supplies,Small Pack,Regular Air,12/5/2016,2.26,3.58,1.32,23,138.48,1.0,5.27,124.65,5.47,123.87
6302-1,14-05-2016,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Medium,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Small Box,Regular Air,15-05-2016,2.39,4.26,1.87,50,52.74,7.0,2.27,59.25,1.2,59.33
6302-1,2/8/2016,Dean Percer,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,4/8/2016,14.95,34.76,19.81,30,1663.52,9.0,66.54,1594.85,8.22,1508.95
6302-1,15-02-2014,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,HFX 6S Scientific Calculator,Furniture,Large Box,Regular Air,20-02-2014,7.92,12.99,5.07,27,2442.96,9.0,0.0,2449.95,9.44,2469.95
6302-1,9/12/2015,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Medium,Artisan 478 Labels,Technology,Small Box,Regular Air,9/12/2015,3.14,4.91,1.77,12,11.08,0.0,0.55,10.49,0.5,11.29
6302-1,2/7/2016,Astrea Jones,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Medium,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Regular Air,4/7/2016,1.76,2.94,1.18,43,51.82,3.0,3.17,39.15,0.81,39.95
6302-1,13-10-2015,Clytie Kelty,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,Preston Senome,Not Specified,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,15-10-2015,156.5,300.97,144.47,37,5099.53,3.0,322.99,5487.65,7.18,4514.35
6302-1,14-06-2016,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,High,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,18-06-2016,67.73,165.2,97.47,42,1643.78,10.0,144.27,1487.69,19.99,1494.91
6302-1,24-12-2016,Lisa Hazard,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Home Office,Yvette Biti,Medium,TechSavi Internet Navigator Keyboard,Office Supplies,Small Box,Regular Air,25-12-2016,6.51,30.98,24.47,8,132.4,7.0,2.0,123.84,6.5,130.93
6302-1,21-05-2016,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Wrap Bag,Regular Air,22-05-2016,14.95,34.76,19.81,43,1633.72,7.0,147.03,1486.69,8.22,1494.91
6302-1,24-08-2015,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Home Office,Leighton Forrest,High,TechSavi Cordless Elite Duo,Office Supplies,Small Box,Regular Air,26-08-2015,60.59,100.98,40.39,22,1653.22,7.0,66.59,1573.69,7.18,1650.98
6302-1,24-12-2015,Carol Triggs,"73 York St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,24-12-2015,0.93,1.48,0.55,9,35.7,1.0,3.6,32.93,0.7,33.93
6302-1,4/1/2014,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Medium,Multimedia Mailers,Office Supplies,Small Box,Express Air,5/1/2014,99.39,162.93,63.54,13,4465.64,4.0,49.61,4353.83,19.99,4293.59
6303-1,9/5/2016,Shirley Schmidt,"60 Commercial Rd,Prahran",Melbourne,VIC,Small Business,Yvette Biti,Medium,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,10/5/2016,1.59,2.61,1.02,32,159.64,10.0,5.57,146.71,0.5,137.94
6303-1,22-05-2016,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Alto Memo Cubes,Office Supplies,Wrap Bag,Express Air,24-05-2016,3.32,5.18,1.86,39,10.89,10.0,0.0,10.89,2.04,15.39
6303-1,2/5/2016,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Express Air,4/5/2016,4.79,11.97,7.18,36,470.52,3.0,34.75,432.05,5.81,435.85
6303-1,2/10/2014,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,Critical,TechSavi Access Keyboard,Technology,Small Box,Express Air,4/10/2014,10.07,15.98,5.91,22,1079.62,10.0,30.83,1558.43,4.0,1549.65
6303-1,22-05-2016,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,24-05-2016,4.46,10.89,6.43,19,10.99,3.0,0.0,10.89,4.5,15.39
6303-1,10/3/2016,Lena Creightor,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,Artisan 479 Labels,Technology,Jumbo Drum,Delivery Truck,11/3/2016,1.59,2.61,1.02,42,35.44,0.0,0.35,34.25,0.5,35.34
6303-1,22-05-2016,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,24-05-2016,4.46,10.89,6.43,42,10.89,0.0,0.0,10.89,4.5,15.39
6303-1,10/1/2014,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Technology,Jumbo Drum,Delivery Truck,11/1/2014,54.29,90.48,36.19,44,2506.38,3.0,45.3,1608.95,19.99,3394.64
6303-1,18-08-2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,Binding Machine Supplies,Office Supplies,Small Box,Regular Air,22-08-2016,18.38,29.17,10.79,34,46.96,6.0,1.42,44.55,6.27,45.46
6303-1,22-05-2016,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,24-05-2016,3.32,5.18,1.86,27,10.89,0.0,0.0,10.89,2.04,15.39
6303-1,22-05-2016,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,24-05-2016,4.46,10.89,6.43,34,10.89,3.0,0.0,10.89,4.5,15.39
6304-1,20-08-2013,Jennifer Patt,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Medium,Cando S750 Color Inkjet Printer,Office Supplies,Small Box,Regular Air,22-08-2013,75.0,120.97,45.97,50,3764.68,7.0,264.96,3799.3,26.3,3616.11
6304-1,15-05-2013,Jenna Caffey,"470 Anzac Parade,Kingsford",Sydney,NSW,Home Office,Tina Carlton,Low,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,16-05-2013,56.16,136.98,80.82,32,6509.85,10.0,224.07,5685.83,24.49,5590.54
6304-1,23-09-2016,Christine Phan,"10 O'Connell St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Critical,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Regular Air,26-09-2016,32.02,152.48,120.46,41,6732.32,4.0,77.04,6603.1,4.0,6635.33
6304-1,18-10-2016,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,HFX LaserJet 3310 Copier,Office Supplies,Small Box,Regular Air,20-10-2016,377.99,599.99,222.0,10,2759.32,1.0,136.47,2741.55,24.49,2757.2
6304-1,2/2/2015,Paul Knutson,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Consumer,Leighton Forrest,Low,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Pack,Express Air,3/2/2015,32.02,152.48,120.46,49,6534.62,8.0,677.72,6603.12,4.0,6633.31
6305-1,23-02-2016,Rick Wissen,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,Samantha Chairs,Critical,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,25-02-2016,14.95,34.76,19.81,32,1650.32,9.0,15.59,1593.61,8.22,1640.58
6305-1,13-09-2014,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Not Specified,HFX 6S Scientific Calculator,Office Supplies,Wrap Bag,Express Air,17-09-2014,7.92,12.99,5.07,35,1663.45,1.0,169.64,1663.93,9.44,1600.58
6305-1,26-11-2016,Erin Ashbrook,"73 York St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,30-11-2016,1.92,3.26,1.34,19,38.0,9.0,1.54,36.86,1.86,38.25
6305-1,17-01-2016,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Pack,Regular Air,19-01-2016,1.18,1.88,0.7,23,41.66,1.0,1.65,37.61,1.49,31.94
6305-1,19-06-2015,Mickael Khring,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,HFX 6S Scientific Calculator,Office Supplies,Small Box,Regular Air,21-06-2015,7.92,12.99,5.07,48,4373.58,2.0,224.68,4231.85,9.44,3826.85
6305-1,5/5/2016,Shaun Weien,"310 Wattle St,Ultimo",Sydney,NSW,Small Business,Aanya Zhang,High,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,7/5/2016,1.53,2.78,1.25,22,48.75,4.0,4.04,46.92,1.34,16.06
6305-1,18-08-2015,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Small Business,Samantha Chairs,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,20-08-2015,2.45,3.89,1.44,47,80.88,0.0,1.75,88.13,7.01,98.21
6306-1,14-03-2016,Sandra Flanagan,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,High,300 Series Non-Flip,Office Supplies,Small Box,Regular Air,18-03-2016,62.4,155.99,93.59,11,4421.74,2.0,0.0,3794.22,8.08,3796.2
6306-1,19-02-2016,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,High,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,Regular Air,20-02-2016,2.39,4.26,1.87,44,21.6,7.0,2.48,22.09,1.2,22.29
6306-1,5/7/2013,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Not Specified,UGen Ultra Cordless Optical Suite,Office Supplies,Wrap Bag,Regular Air,7/7/2013,54.52,100.97,46.45,14,2709.92,9.0,6094.9,28299.51,7.18,2954.6
6306-1,29-02-2016,Annie Bross,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Assorted Color Push Pins,Office Supplies,Small Box,Express Air,29-02-2016,0.87,1.81,0.94,20,22.1,10.0,2.06,21.22,0.75,22.95
6306-1,23-05-2016,Daniel Lacy,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Critical,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Small Box,Regular Air,24-05-2016,2.39,4.26,1.87,23,21.3,2.0,0.21,21.09,1.2,22.29
6306-1,23-05-2016,Daniel Lacy,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,Critical,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,Regular Air,24-05-2016,2.39,4.26,1.87,43,21.3,10.0,0.21,21.09,1.2,22.29
6306-1,1/12/2016,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Small Business,Leighton Forrest,High,Cando PC940 Copier,Technology,Small Box,Regular Air,2/12/2016,278.99,449.99,171.0,48,4200.9,2.0,424.07,3799.59,49.0,3594.83
6306-1,12/9/2014,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Medium,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,13-09-2014,278.99,449.99,171.0,37,1059.77,1.0,105.79,1098.19,49.0,1032.32
6309-1,5/4/2016,Adrian Shami,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Medium,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Wrap Bag,Regular Air,11/4/2016,21.56,35.94,14.38,10,1578.74,10.0,164.04,1650.78,6.66,1605.28
6309-1,15-10-2015,Lisa DeCherney,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Low,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Wrap Bag,Regular Air,19-10-2015,1.19,1.98,0.79,48,57.93,10.0,0.0,53.93,4.77,65.6
6309-1,10/12/2016,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Medium,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Express Air,15-12-2016,1.76,2.94,1.18,3,52.92,10.0,0.63,52.64,0.81,59.33
6309-1,9/12/2015,Michael Chel,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,High,Pizazz Colored Pencils,Technology,Small Pack,Regular Air,10/12/2015,1.76,2.94,1.18,35,63.32,0.0,4.43,62.89,0.81,63.7
6309-1,2/1/2015,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Low,Artisan 478 Labels,Office Supplies,Small Pack,Regular Air,4/1/2015,3.14,4.91,1.77,50,28.96,8.0,0.0,25.96,0.5,26.36
6309-1,17-09-2014,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,Low,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,18-09-2014,54.52,100.97,46.45,20,1705.68,4.0,0.0,1701.98,7.18,1509.95
6309-1,23-07-2015,Magdelene Morse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,Not Specified,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,30-07-2015,54.52,100.97,46.45,39,4292.7,3.0,50.66,3726.72,7.18,3765.24
6311-1,26-09-2016,Christopher Martinez,"273 George Street,Sydney",Sydney,NSW,Small Business,Leighton Forrest,High,TechSavi Cordless Navigator Duo,Office Supplies,Wrap Bag,Regular Air,27-09-2016,42.11,80.98,38.87,41,1099.84,2.0,32.39,1047.65,7.18,1052.75
6311-1,21-10-2016,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Critical,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Small Box,Regular Air,23-10-2016,3.51,8.57,5.06,42,204.84,7.0,8.04,193.34,6.14,199.4
6311-1,26-09-2016,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Critical,Apex Design Stainless Steel Bent Scissors,Furniture,Large Box,Regular Air,5/10/2016,2.87,6.84,3.97,44,206.82,8.0,14.47,182.77,4.42,196.97
6312-1,29-03-2016,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Consumer,Leighton Forrest,Medium,Apex Box Cutter Scissors,Technology,Small Pack,Regular Air,30-03-2016,4.19,10.23,6.04,23,399.6,10.0,19.98,372.62,4.68,378.53
6312-1,31-08-2016,Clay Ludtke,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Artisan 48 Labels,Office Supplies,Small Pack,Express Air,2/9/2016,3.84,6.3,2.46,26,165.75,6.0,9.95,158.87,0.5,159.85
6312-1,27-03-2016,Deirdre Greer,"33/4 Barangaroo Avenue,Sydney",Sydney,NSW,Small Business,Natasha Song,Medium,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,Wrap Bag,Regular Air,3/4/2016,4.1,9.31,5.21,29,205.69,7.0,17.35,193.34,3.98,199.83
6312-1,25-10-2016,Caroline Jumper,"145 Ramsay St,Haberfield",Sydney,NSW,Consumer,Phoebe Gour,Critical,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Regular Air,27-10-2016,32.02,152.48,120.46,50,3866.48,9.0,343.78,3736.08,4.0,3396.1
6312-1,29-05-2016,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,29-05-2016,4.46,10.89,6.43,31,192.84,6.0,0.0,190.64,4.5,199.03
6313-1,30-05-2016,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Critical,TechSavi Internet Navigator Keyboard,Office Supplies,Wrap Bag,Express Air,30-05-2016,6.51,30.98,24.47,6,743.52,1.0,59.48,684.04,6.5,688.04
6313-1,30-05-2015,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Low,TechSavi Internet Navigator Keyboard,Office Supplies,Wrap Bag,Regular Air,30-05-2016,6.51,30.98,24.47,38,743.52,6.0,59.48,684.04,6.5,688.04
6313-1,30-05-2016,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Critical,TechSavi Internet Navigator Keyboard,Office Supplies,Small Box,Regular Air,30-05-2016,6.51,30.98,24.47,8,743.52,8.0,59.48,684.04,6.5,688.04
6313-1,30-05-2016,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Medium,TechSavi Internet Navigator Keyboard,Technology,Small Box,Express Air,30-05-2016,6.51,30.98,24.47,33,743.52,1.0,59.48,684.04,6.5,688.04
6313-1,30-05-2016,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,High,TechSavi Internet Navigator Keyboard,Technology,Small Box,Express Air,30-05-2016,6.51,30.98,24.47,37,743.52,4.0,59.48,684.04,6.5,688.04
6313-1,29-03-2016,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,Low,TechSavi Access Keyboard,Office Supplies,Small Pack,Express Air,30-03-2016,10.07,15.98,5.91,50,894.12,8.0,26.94,835.76,4.0,888.56
6313-1,3/6/2016,Brad Eason,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,"Message Book, One Form per Page",Office Supplies,Small Box,Regular Air,4/6/2016,2.41,3.71,1.3,38,25.72,4.0,2.04,24.72,1.93,24.46
6314-1,30-03-2016,Ruben Dartt,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,31-03-2016,1.59,2.61,1.02,22,51.93,9.0,0.03,58.93,0.5,69.23
6314-1,17-01-2016,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Regular Air,19-01-2016,19.83,30.98,11.15,32,1069.29,10.0,73.92,983.12,19.51,944.15
6314-1,30-06-2016,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Small Business,Phoebe Gour,Medium,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,1/7/2016,3.84,6.3,2.46,34,106.82,7.0,10.29,985.97,0.5,170.98
